"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"
"1"	0.00322820932716269	4.38384433962264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00458845822102426	0	0	0	0	0	0	0	0	0	0	0	0	1.81650943396226e-05	0.0005981974393531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	0.00288364829009434	0.00243103881835938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45044642857143e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69838483146067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3"	0	0	0.00187906460562822	0.000107711001642036	0.000689685157421289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9696223316913e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483796435115775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401846743295019	1.54987022617723e-05	0	1.15686274509804e-05	4.26272577996716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412066711742168	8.63586206896552e-05	0	0
"4"	0	0	0	0.00380870204081633	0.000225900621118012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00233385714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509865546218487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166543417366947	0.00120018285714286	0	0
"5"	0	0	9.33133433283358e-05	0.000699453416149068	0.00200888468809074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000475590062111801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000876246376811594	1.00561009817672e-05	0	0.000250997442455243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063308610400682	0.000517426086956522	0	0
"6"	0	0	0	0	0	0.00434538370720189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203657653821588	0	2.07008086253369e-05	0	1.13823163138232e-05	2.54777365491651e-05	0	0	0	0.000274845598845599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7"	0	0	0	0	0	0	0.0102707851239669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239747474747475	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000421748251748252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8"	0	0	0	0	0	0.000349016697588126	0	0.00584149937526031	2.25170068027211e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122042823686852	0	0	0	2.90746435560526e-05	0.00216248542274052	0.000254306645735217	0	0	0	0	1.12244897959184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101488226059655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9"	0	0	0	0	0	0	0	0	0.00827638545953361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232388620504563	0	0	0.000136757741347905	0.00311444444444444	0	0	0	0.000548029100529101	0.000318176638176638	0	0	0	0	5.33492063492064e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274022792022792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10"	0	0	0	0	0	0	0	0	0	0.00420229166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000872453051643192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154981060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161836206896552	0.000826285714285714	0	0	0	0	0	0
"11"	0	0	0	0	0	0	0	0	0	0	0.000313353576724808	0	0	0	1.53478991596639e-05	0	0.000400201080432173	0.00029403071573457	0	0	0	0	0	0	1.0641309155241e-05	0.000359641456582633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656705100644909	0	7.44373847099816e-05	0.00085427807486631	0.000406958138093947	0	0	0	0	0	0	0	0	0	0
"12"	0	0	0	0	0	0	0	0	0	0	0	0.00719893333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.00910968421052631	0.000575466666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000843717948717949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105362162162162	0	0	1.97124183006536e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"13"	0	0	0	0	0	0	0	0	0	0	0	0	0.00527690672153635	0.000377100078802206	0.000840592592592593	0	3.46825396825397e-05	0	0.00145093333333333	0	0	0	0	0	0	0	0.000241581581581582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14"	0	0	0	0	0	0	0	0	0	0	0	0	0.00303126083530339	0.00235913988229968	2.69957446808511e-05	2.31148936170213e-05	0	0	0.000407931914893617	0	0	0	0	0	0	0	0.00142572742955722	9.1886524822695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79910935180604e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15"	0	0	0	0	0	0	0	0	0	0	0	0	0.000618340740740741	0	0.003024088	0	0.00114095714285714	0	0.000157072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16"	0	0	0	0	0	0	0	0	0	0	0	0	0.00221887407407407	0.00561176170212766	0	0.00321504	0	0.000104579310344828	0.000359968	0	0	0	0	0	0	0	0.00032172972972973	1.12592592592593e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17"	0	0	0	0	0	0	0	0	0	0	0	0	0.000194464285714286	0.000305919452887538	0.00260235	0.00133394285714286	0.00168367984693878	0.00130546798029557	2.62428571428571e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76785714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8493031358885e-05	0	0	0	0	0	0	0	0	0	0	0	0
"18"	0	0	0	0	0	0	0	0	0	0	0	0	0.000755977011494253	0.00316767424798239	0	0.00464137931034483	0.000307105911330049	0.00419453032104637	2.2151724137931e-05	0	0	0	0	0	0	0	6.20876048462255e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19"	0	0	0	0	0	0	0	0	0	0	0	0	0.000634992592592593	0	0	0	0	0	0.006264672	0	0	0	0	0	0	0	0.000320691891891892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20"	0	0	0	2.32244897959184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000566836734693878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125987394957983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740932067202337	0	0	0	0	0	0	0	0	0	0	0.000137425561154375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000851360918440564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201755379872409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045701823619823	0.000946986825329367	0.00108310420146473	0.00117919317965327	8.89582400079638e-05	7.96538069380883e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00283972421717897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145633418329084	0	1.00879316936409e-05	0	0	0	0	1.81508692805703e-05	6.37321369225656e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"24"	0	0	0.000213591954022989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005389525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8981884057971e-05	1.47164179104478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.235e-05	0.000174709677419355	4.15357142857143e-05	0	0.00129197619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00310004716981132	0.00191475
"25"	0	0	0	0	0	0	0	0	0	0	0	1.04561403508772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00448775623268698	0.00269185964912281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192236842105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203698435277383	0	2.95716034271726e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244133333333333	0.0136429333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350179487179487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00233612403100775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27"	0	0	0	0	0	0	0	0	0	0	0	0	7.56756756756757e-05	0.000127809085681426	0	0	0	0	0.00267059459459459	0	0	0	0	0	0	0	0.00403991234477721	0.000929509509509509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116412776412776	0	0	0.000303758642363294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
